order_id,customer_id,pet_id,order_date,product_id,qty_lbs,unit_price,total_amount,delivery_status,rating,channel
BB008712,C0489,PET0607,2025-09-29,P04,7.0,14.0,98.0,Delivered,,Web
BB008713,C0489,PET0607,2025-10-09,P04,6.0,14.0,84.0,Delivered,,Web
BB008714,C0489,PET0607,2025-10-17,P04,6.0,14.0,84.0,Delivered,3,Web
BB008715,C0489,PET0607,2025-10-29,P04,2.0,14.0,28.0,Delivered,,Web
BB008716,C0489,PET0607,2025-11-09,P02,5.0,13.0,65.0,Delivered,5,Web
BB008717,C0489,PET0607,2025-11-20,P09,5.0,12.5,62.5,Delivered,5,Web
BB008718,C0489,PET0607,2025-11-29,P12,6.0,12.5,75.0,Delivered,,Web
BB008719,C0489,PET0607,2025-12-09,P04,5.0,14.0,70.0,Delivered,,Web
BB008720,C0489,PET0607,2025-12-21,P04,6.0,14.0,84.0,Delivered,4,Re-order Email
BB008721,C0489,PET0607,2026-01-03,P04,4.0,14.0,56.0,Delivered,,Web
BB008722,C0490,PET0608,2026-01-31,P03,5.0,13.5,67.5,Delivered,5,Pickup
BB008723,C0490,PET0608,2026-02-11,P08,4.0,15.5,62.0,Delivered,,Re-order Email
BB008724,C0490,PET0608,2026-02-20,P08,4.0,15.5,62.0,Delivered,4,Web
BB008725,C0490,PET0608,2026-02-28,P01,3.0,14.5,43.5,Delivered,,Web
BB008726,C0490,PET0608,2026-03-07,P10,6.0,13.0,78.0,Delivered,,Web
BB008727,C0490,PET0608,2026-03-17,P08,5.0,15.5,77.5,Delivered,,Web
BB008728,C0490,PET0608,2026-03-29,P08,5.0,15.5,77.5,Delivered,,Web
BB008729,C0490,PET0608,2026-04-09,P08,4.0,15.5,62.0,Delivered,5,Re-order Email
BB008730,C0490,PET0608,2026-04-21,P02,6.0,13.0,78.0,Delivered,5,Web
BB008731,C0491,PET0609,2025-12-09,P10,6.0,13.0,78.0,Delivered,4,Pickup
BB008732,C0491,PET0609,2025-12-19,P09,5.0,12.5,62.5,Delivered,5,Pickup
BB008733,C0491,PET0609,2025-12-31,P11,7.0,12.0,84.0,Delivered,,Web
BB008734,C0491,PET0609,2026-01-09,P09,5.0,12.5,62.5,Delivered,,Web
BB008735,C0491,PET0609,2026-01-19,P09,6.0,12.5,75.0,Delivered,,Web
BB008736,C0491,PET0609,2026-02-01,P09,7.0,12.5,87.5,Delivered,,Web
BB008737,C0491,PET0609,2026-02-08,P09,5.0,12.5,62.5,Delivered,,Pickup
BB008738,C0491,PET0609,2026-02-21,P02,3.0,13.0,39.0,Delivered,,Re-order Email
BB008739,C0491,PET0609,2026-03-04,P09,5.0,12.5,62.5,Delivered,,Re-order Email
BB008740,C0491,PET0609,2026-03-12,P09,4.0,12.5,50.0,Delivered,,Web
BB008741,C0491,PET0609,2026-03-23,P09,6.0,12.5,75.0,Delivered,,Pickup
BB008742,C0491,PET0609,2026-04-01,P09,6.0,12.5,75.0,Delivered,3,Web
BB008743,C0491,PET0609,2026-04-10,P02,6.0,13.0,78.0,Delivered,,Web
BB008744,C0491,PET0609,2026-04-18,P09,3.0,12.5,37.5,Delivered,,Web
BB008745,C0491,PET0609,2026-04-26,P03,4.0,13.5,54.0,Delivered,,Web
BB008746,C0491,PET0610,2025-12-08,P05,4.0,15.0,60.0,Delivered,,Pickup
BB008747,C0491,PET0610,2025-12-15,P05,4.0,15.0,60.0,Delivered,,Web
BB008748,C0491,PET0610,2025-12-23,P05,4.0,15.0,60.0,Delivered,,Web
BB008749,C0491,PET0610,2025-12-30,P05,6.0,15.0,90.0,Delivered,,Re-order Email
BB008750,C0491,PET0610,2026-01-10,P05,5.0,15.0,75.0,Delivered,5,Re-order Email
BB008751,C0491,PET0610,2026-01-19,P05,4.0,15.0,60.0,Delivered,5,Web
BB008752,C0491,PET0610,2026-01-31,P05,3.0,15.0,45.0,Delivered,,Web
BB008753,C0491,PET0610,2026-02-13,P05,3.0,15.0,45.0,Delivered,4,Web
BB008754,C0491,PET0610,2026-02-21,P12,6.0,12.5,75.0,Delivered,,Web
BB008755,C0491,PET0610,2026-03-03,P05,5.0,15.0,75.0,Delivered,,Web
BB008756,C0491,PET0610,2026-03-10,P05,2.0,15.0,30.0,Delivered,,Web
BB008757,C0491,PET0610,2026-03-23,P05,2.0,15.0,30.0,Delivered,5,Web
BB008758,C0491,PET0610,2026-04-02,P08,4.0,15.5,62.0,Delivered,,Web
BB008759,C0491,PET0610,2026-04-15,P05,4.0,15.0,60.0,Delivered,,Web
BB008760,C0491,PET0610,2026-04-26,P05,5.0,15.0,75.0,Delivered,,Web
BB008761,C0492,PET0611,2026-02-04,P02,7.0,13.0,91.0,Delivered,,Web
BB008762,C0492,PET0611,2026-02-11,P02,5.0,13.0,65.0,Delivered,5,Web
BB008763,C0492,PET0611,2026-02-22,P03,6.0,13.5,81.0,Delivered,5,Web
BB008764,C0492,PET0611,2026-03-01,P02,6.0,13.0,78.0,Delivered,,Web
BB008765,C0492,PET0611,2026-03-12,P02,2.0,13.0,26.0,Delivered,5,Web
BB008766,C0492,PET0611,2026-03-24,P02,5.0,13.0,65.0,Delivered,,Web
BB008767,C0492,PET0611,2026-04-01,P02,4.0,13.0,52.0,Delivered,,Web
BB008768,C0492,PET0611,2026-04-15,P02,6.0,13.0,78.0,Delivered,3,Web
BB008769,C0492,PET0611,2026-04-22,P02,6.0,13.0,78.0,Delivered,,Web
BB008770,C0493,PET0612,2025-07-12,P08,5.0,15.5,77.5,Delivered,,Web
BB008771,C0493,PET0612,2025-07-26,P08,7.0,15.5,108.5,Delivered,5,Web
BB008772,C0493,PET0612,2025-08-04,P08,4.0,15.5,62.0,Delivered,4,Web
BB008773,C0493,PET0612,2025-08-13,P06,4.0,14.5,58.0,Delivered,,Re-order Email
BB008774,C0493,PET0612,2025-08-24,P08,6.0,15.5,93.0,Delivered,,Web
BB008775,C0493,PET0612,2025-09-04,P08,3.0,15.5,46.5,Delivered,4,Re-order Email
BB008776,C0493,PET0612,2025-09-13,P08,7.0,15.5,108.5,Delivered,5,Web
BB008777,C0493,PET0612,2025-09-25,P06,4.0,14.5,58.0,Delivered,5,Re-order Email
BB008778,C0493,PET0612,2025-10-08,P08,5.0,15.5,77.5,Delivered,5,Pickup
BB008779,C0493,PET0612,2025-10-21,P12,4.0,12.5,50.0,Delivered,5,Pickup
BB008780,C0493,PET0612,2025-11-04,P09,5.0,12.5,62.5,Delivered,4,Pickup
BB008781,C0493,PET0612,2025-11-12,P08,5.0,15.5,77.5,Delivered,3,Re-order Email
BB008782,C0493,PET0612,2025-11-19,P02,4.0,13.0,52.0,Delivered,,Re-order Email
BB008783,C0493,PET0612,2025-12-01,P08,6.0,15.5,93.0,Delivered,5,Web
BB008784,C0493,PET0612,2025-12-10,P08,6.0,15.5,93.0,Delivered,4,Web
BB008785,C0493,PET0612,2025-12-18,P08,3.0,15.5,46.5,Delivered,,Web
BB008786,C0493,PET0612,2025-12-25,P08,7.0,15.5,108.5,Delivered,4,Web
BB008787,C0493,PET0612,2026-01-05,P08,6.0,15.5,93.0,Delivered,5,Web
BB008788,C0493,PET0612,2026-01-19,P08,6.0,15.5,93.0,Delivered,,Web
BB008789,C0493,PET0612,2026-01-27,P08,3.0,15.5,46.5,Delivered,,Web
BB008790,C0493,PET0612,2026-02-08,P08,7.0,15.5,108.5,Delivered,,Web
BB008791,C0493,PET0612,2026-02-17,P06,5.0,14.5,72.5,Delivered,,Web
BB008792,C0493,PET0612,2026-03-02,P09,3.0,12.5,37.5,Delivered,,Pickup
BB008793,C0493,PET0612,2026-03-16,P08,4.0,15.5,62.0,Delivered,5,Pickup
BB008794,C0493,PET0612,2026-03-24,P10,5.0,13.0,65.0,Delivered,,Re-order Email
BB008795,C0493,PET0612,2026-04-06,P08,3.0,15.5,46.5,Delivered,,Pickup
BB008796,C0493,PET0612,2026-04-19,P08,4.0,15.5,62.0,Delivered,,Web
BB008797,C0493,PET0612,2026-04-28,P07,5.0,13.5,67.5,Delivered,,Web
BB008798,C0494,PET0613,2026-01-25,P12,4.0,12.5,50.0,Delivered,,Re-order Email
BB008799,C0494,PET0613,2026-02-03,P12,3.0,12.5,37.5,Delivered,,Web
BB008800,C0494,PET0613,2026-02-16,P07,6.0,13.5,81.0,Delivered,,Web
BB008801,C0494,PET0613,2026-02-26,P09,5.0,12.5,62.5,Delivered,,Web
BB008802,C0494,PET0613,2026-03-10,P12,7.0,12.5,87.5,Delivered,,Web
BB008803,C0494,PET0613,2026-03-18,P12,3.0,12.5,37.5,Delivered,,Web
BB008804,C0494,PET0613,2026-03-27,P12,6.0,12.5,75.0,Delivered,,Web
BB008805,C0494,PET0613,2026-04-03,P12,6.0,12.5,75.0,Delivered,,Web
BB008806,C0494,PET0613,2026-04-10,P12,4.0,12.5,50.0,Delivered,5,Web
BB008807,C0494,PET0613,2026-04-19,P12,3.0,12.5,37.5,Delivered,5,Pickup
BB008808,C0495,PET0614,2025-12-18,P08,5.0,15.5,77.5,Delivered,,Web
BB008809,C0495,PET0614,2025-12-30,P08,4.0,15.5,62.0,Delivered,,Web
BB008810,C0495,PET0614,2026-01-11,P08,2.0,15.5,31.0,Delivered,,Re-order Email
BB008811,C0495,PET0614,2026-01-18,P08,4.0,15.5,62.0,Delivered,5,Re-order Email
BB008812,C0495,PET0614,2026-01-25,P08,4.0,15.5,62.0,Delivered,,Web
BB008813,C0495,PET0614,2026-02-03,P10,5.0,13.0,65.0,Delivered,5,Web
BB008814,C0495,PET0614,2026-02-15,P08,5.0,15.5,77.5,Delivered,5,Web
BB008815,C0495,PET0614,2026-02-25,P12,4.0,12.5,50.0,Delivered,5,Web
BB008816,C0495,PET0614,2026-03-05,P09,5.0,12.5,62.5,Delivered,5,Web
BB008817,C0495,PET0614,2026-03-15,P10,5.0,13.0,65.0,Delivered,,Web
BB008818,C0495,PET0614,2026-03-28,P11,5.0,12.0,60.0,Delivered,,Web
BB008819,C0495,PET0614,2026-04-07,P08,4.0,15.5,62.0,Delivered,4,Web
BB008820,C0495,PET0614,2026-04-15,P08,3.0,15.5,46.5,Delivered,4,Web
BB008821,C0496,PET0615,2026-02-15,P07,6.0,13.5,81.0,Delivered,4,Web
BB008822,C0496,PET0615,2026-02-25,P03,7.0,13.5,94.5,Delivered,5,Web
BB008823,C0496,PET0615,2026-03-07,P10,6.0,13.0,78.0,Delivered,,Web
BB008824,C0496,PET0615,2026-03-14,P02,5.0,13.0,65.0,Delivered,,Web
BB008825,C0496,PET0615,2026-03-26,P07,7.0,13.5,94.5,Delivered,,Web
BB008826,C0496,PET0615,2026-04-03,P07,6.0,13.5,81.0,Delivered,,Web
BB008827,C0496,PET0615,2026-04-10,P02,4.0,13.0,52.0,Delivered,,Web
BB008828,C0496,PET0615,2026-04-17,P07,5.0,13.5,67.5,Delivered,4,Web
BB008829,C0496,PET0615,2026-04-27,P07,6.0,13.5,81.0,Delivered,,Web
BB008830,C0497,PET0616,2026-02-09,P06,4.0,14.5,58.0,Delivered,5,Pickup
BB008831,C0497,PET0616,2026-02-19,P06,6.0,14.5,87.0,Delivered,5,Web
BB008832,C0497,PET0616,2026-02-26,P06,2.0,14.5,29.0,Delivered,5,Re-order Email
BB008833,C0497,PET0616,2026-03-05,P09,7.0,12.5,87.5,Delivered,4,Pickup
BB008834,C0497,PET0616,2026-03-18,P09,3.0,12.5,37.5,Delivered,,Pickup
BB008835,C0497,PET0616,2026-03-31,P06,6.0,14.5,87.0,Delivered,5,Web
BB008836,C0497,PET0616,2026-04-08,P06,4.0,14.5,58.0,Delivered,,Pickup
BB008837,C0497,PET0616,2026-04-17,P06,7.0,14.5,101.5,Delivered,5,Re-order Email
BB008838,C0497,PET0616,2026-04-26,P04,5.0,14.0,70.0,Delivered,,Web
BB008839,C0497,PET0617,2026-02-10,P01,5.0,14.5,72.5,Delivered,4,Re-order Email
BB008840,C0498,PET0618,2026-02-14,P01,5.0,14.5,72.5,Delivered,,Re-order Email
BB008841,C0499,PET0619,2025-11-19,P09,6.0,12.5,75.0,Delivered,,Pickup
BB008842,C0499,PET0619,2025-11-27,P02,4.0,13.0,52.0,Delivered,,Web
BB008843,C0499,PET0619,2025-12-04,P02,6.0,13.0,78.0,Delivered,,Re-order Email
BB008844,C0499,PET0619,2025-12-16,P02,6.0,13.0,78.0,Delivered,,Pickup
BB008845,C0499,PET0619,2025-12-23,P02,4.0,13.0,52.0,Delivered,4,Web
BB008846,C0499,PET0619,2026-01-01,P12,4.0,12.5,50.0,Delivered,,Pickup
BB008847,C0499,PET0619,2026-01-13,P01,5.0,14.5,72.5,Delivered,,Re-order Email
BB008848,C0499,PET0619,2026-01-21,P03,6.0,13.5,81.0,Delivered,,Re-order Email
BB008849,C0499,PET0619,2026-01-30,P02,6.0,13.0,78.0,Delivered,,Web
BB008850,C0499,PET0619,2026-02-07,P08,4.0,15.5,62.0,Delivered,5,Web
BB008851,C0499,PET0619,2026-02-20,P02,7.0,13.0,91.0,Delivered,3,Web
BB008852,C0499,PET0619,2026-03-02,P11,4.0,12.0,48.0,Delivered,,Web
BB008853,C0499,PET0619,2026-03-09,P02,7.0,13.0,91.0,Delivered,,Pickup
BB008854,C0499,PET0619,2026-03-19,P12,5.0,12.5,62.5,Delivered,4,Web
BB008855,C0499,PET0619,2026-03-26,P02,7.0,13.0,91.0,Delivered,,Re-order Email
BB008856,C0499,PET0619,2026-04-05,P07,6.0,13.5,81.0,Delivered,,Pickup
BB008857,C0499,PET0619,2026-04-18,P02,3.0,13.0,39.0,Delivered,4,Web
BB008858,C0500,PET0620,2026-01-12,P03,2.0,13.5,27.0,Delivered,,Web
BB008859,C0500,PET0620,2026-01-22,P03,4.0,13.5,54.0,Delivered,,Web
BB008860,C0500,PET0620,2026-01-30,P03,3.0,13.5,40.5,Delivered,,Web
BB008861,C0500,PET0620,2026-02-06,P07,6.0,13.5,81.0,Delivered,,Re-order Email
BB008862,C0500,PET0620,2026-02-14,P12,6.0,12.5,75.0,Delivered,5,Web
BB008863,C0500,PET0620,2026-02-22,P03,5.0,13.5,67.5,Delivered,,Re-order Email
BB008864,C0500,PET0620,2026-03-06,P03,5.0,13.5,67.5,Delivered,,Web
BB008865,C0500,PET0620,2026-03-13,P03,7.0,13.5,94.5,Delivered,,Web
BB008866,C0500,PET0620,2026-03-26,P03,6.0,13.5,81.0,Delivered,,Web
BB008867,C0500,PET0620,2026-04-06,P12,4.0,12.5,50.0,Delivered,,Re-order Email
BB008868,C0500,PET0620,2026-04-13,P03,5.0,13.5,67.5,Delivered,4,Web
BB008869,C0500,PET0620,2026-04-24,P03,5.0,13.5,67.5,Delivered,,Web
BB008870,C0500,PET0621,2026-01-14,P02,5.0,13.0,65.0,Delivered,,Web
BB008871,C0500,PET0621,2026-01-25,P02,2.0,13.0,26.0,Delivered,,Web
BB008872,C0500,PET0621,2026-02-08,P02,5.0,13.0,65.0,Delivered,,Web
BB008873,C0500,PET0621,2026-02-15,P02,7.0,13.0,91.0,Delivered,4,Web
BB008874,C0500,PET0621,2026-02-26,P02,2.0,13.0,26.0,Delivered,4,Pickup
BB008875,C0500,PET0621,2026-03-09,P02,4.0,13.0,52.0,Delivered,,Pickup
BB008876,C0500,PET0621,2026-03-23,P02,6.0,13.0,78.0,Delivered,,Web
BB008877,C0500,PET0621,2026-04-01,P02,6.0,13.0,78.0,Delivered,5,Web
BB008878,C0500,PET0621,2026-04-08,P12,6.0,12.5,75.0,Delivered,,Re-order Email
BB008879,C0500,PET0621,2026-04-16,P02,3.0,13.0,39.0,Delivered,,Web
BB008880,C0500,PET0621,2026-04-24,P02,3.0,13.0,39.0,Delivered,,Web
BB008881,C0501,PET0622,2025-12-28,P10,4.0,13.0,52.0,Delivered,5,Pickup
BB008882,C0501,PET0622,2026-01-10,P11,2.0,12.0,24.0,Delivered,,Web
BB008883,C0501,PET0622,2026-01-23,P10,3.0,13.0,39.0,Delivered,,Web
BB008884,C0501,PET0622,2026-02-02,P11,6.0,12.0,72.0,Delivered,,Web
BB008885,C0501,PET0622,2026-02-12,P11,7.0,12.0,84.0,Delivered,5,Web
BB008886,C0501,PET0622,2026-02-19,P11,4.0,12.0,48.0,Delivered,5,Web
BB008887,C0501,PET0622,2026-02-26,P11,6.0,12.0,72.0,Delivered,,Pickup
BB008888,C0501,PET0622,2026-03-09,P11,5.0,12.0,60.0,Delivered,,Re-order Email
BB008889,C0501,PET0622,2026-03-18,P11,5.0,12.0,60.0,Delivered,4,Web
BB008890,C0501,PET0622,2026-03-31,P06,4.0,14.5,58.0,Delivered,,Web
BB008891,C0501,PET0622,2026-04-11,P07,2.0,13.5,27.0,Delivered,,Web
BB008892,C0501,PET0622,2026-04-20,P10,2.0,13.0,26.0,Delivered,5,Web
BB008893,C0502,PET0623,2026-02-20,P09,5.0,12.5,62.5,Delivered,,Web
BB008894,C0502,PET0623,2026-02-27,P09,5.0,12.5,62.5,Delivered,4,Pickup
BB008895,C0502,PET0623,2026-03-06,P09,6.0,12.5,75.0,Delivered,5,Web
BB008896,C0502,PET0623,2026-03-19,P10,6.0,13.0,78.0,Delivered,,Web
BB008897,C0502,PET0624,2026-02-22,P07,4.0,13.5,54.0,Delivered,5,Web
BB008898,C0502,PET0624,2026-03-01,P11,3.0,12.0,36.0,Delivered,,Web
BB008899,C0502,PET0624,2026-03-14,P07,4.0,13.5,54.0,Delivered,,Web
BB008900,C0502,PET0624,2026-03-28,P08,6.0,15.5,93.0,Delivered,4,Web
BB008901,C0502,PET0624,2026-04-08,P07,6.0,13.5,81.0,Delivered,,Web
BB008902,C0502,PET0624,2026-04-17,P11,5.0,12.0,60.0,Delivered,,Web
BB008903,C0502,PET0624,2026-04-25,P07,5.0,13.5,67.5,Delivered,,Re-order Email
BB008904,C0503,PET0625,2025-12-03,P10,2.0,13.0,26.0,Delivered,,Web
BB008905,C0503,PET0625,2025-12-13,P10,4.0,13.0,52.0,Delivered,5,Web
BB008906,C0503,PET0625,2025-12-26,P10,4.0,13.0,52.0,Delivered,5,Pickup
BB008907,C0503,PET0625,2026-01-06,P10,4.0,13.0,52.0,Delivered,,Pickup
BB008908,C0503,PET0625,2026-01-18,P10,4.0,13.0,52.0,Delivered,,Pickup
BB008909,C0503,PET0625,2026-01-28,P10,4.0,13.0,52.0,Delivered,,Web
BB008910,C0503,PET0625,2026-02-11,P01,3.0,14.5,43.5,Delivered,,Web
BB008911,C0503,PET0625,2026-02-20,P10,4.0,13.0,52.0,Delivered,5,Pickup
BB008912,C0503,PET0625,2026-03-06,P10,5.0,13.0,65.0,Delivered,,Web
BB008913,C0503,PET0625,2026-03-19,P10,3.0,13.0,39.0,Delivered,5,Web
BB008914,C0503,PET0625,2026-03-28,P10,6.0,13.0,78.0,Delivered,,Web
BB008915,C0503,PET0625,2026-04-06,P10,4.0,13.0,52.0,Delivered,,Web
BB008916,C0503,PET0625,2026-04-15,P10,4.0,13.0,52.0,Delivered,,Web
BB008917,C0503,PET0625,2026-04-27,P10,3.0,13.0,39.0,Delivered,,Pickup
BB008918,C0504,PET0626,2025-08-20,P08,3.0,15.5,46.5,Delivered,,Web
BB008919,C0504,PET0626,2025-08-28,P02,5.0,13.0,65.0,Delivered,,Web
BB008920,C0504,PET0626,2025-09-10,P01,5.0,14.5,72.5,Delivered,,Web
BB008921,C0504,PET0626,2025-09-17,P01,4.0,14.5,58.0,Delivered,5,Web
BB008922,C0504,PET0626,2025-09-28,P08,5.0,15.5,77.5,Delivered,4,Web
BB008923,C0504,PET0626,2025-10-12,P01,5.0,14.5,72.5,Delivered,,Re-order Email
BB008924,C0504,PET0626,2025-10-22,P01,6.0,14.5,87.0,Delivered,,Web
BB008925,C0504,PET0626,2025-11-03,P09,7.0,12.5,87.5,Delivered,,Web
BB008926,C0504,PET0626,2025-11-11,P07,5.0,13.5,67.5,Delivered,,Web
BB008927,C0504,PET0626,2025-11-25,P01,3.0,14.5,43.5,Delivered,,Re-order Email
BB008928,C0504,PET0626,2025-12-03,P01,5.0,14.5,72.5,Delivered,,Web
BB008929,C0504,PET0626,2025-12-12,P08,5.0,15.5,77.5,Delivered,,Web
BB008930,C0504,PET0626,2025-12-23,P01,7.0,14.5,101.5,Delivered,4,Web
BB008931,C0504,PET0626,2026-01-02,P01,5.0,14.5,72.5,Delivered,5,Pickup
BB008932,C0504,PET0626,2026-01-10,P01,4.0,14.5,58.0,Delivered,,Web
BB008933,C0504,PET0626,2026-01-19,P01,3.0,14.5,43.5,Delivered,5,Web
BB008934,C0504,PET0626,2026-01-29,P01,7.0,14.5,101.5,Delivered,5,Web
BB008935,C0504,PET0626,2026-02-08,P09,7.0,12.5,87.5,Delivered,5,Web
BB008936,C0504,PET0626,2026-02-20,P09,6.0,12.5,75.0,Delivered,,Web
BB008937,C0504,PET0626,2026-03-06,P01,4.0,14.5,58.0,Delivered,4,Web
BB008938,C0504,PET0626,2026-03-14,P01,4.0,14.5,58.0,Delivered,5,Re-order Email
BB008939,C0504,PET0626,2026-03-25,P01,4.0,14.5,58.0,Delivered,,Pickup
BB008940,C0504,PET0626,2026-04-05,P03,6.0,13.5,81.0,Delivered,5,Pickup
BB008941,C0504,PET0626,2026-04-13,P10,3.0,13.0,39.0,Delivered,,Web
BB008942,C0504,PET0626,2026-04-26,P01,5.0,14.5,72.5,Delivered,,Re-order Email
BB008943,C0505,PET0627,2024-11-11,P03,6.0,13.5,81.0,Delivered,,Re-order Email
BB008944,C0505,PET0627,2024-11-20,P10,3.0,13.0,39.0,Delivered,5,Web
BB008945,C0505,PET0627,2024-12-04,P07,3.0,13.5,40.5,Delivered,,Web
BB008946,C0505,PET0627,2024-12-13,P07,7.0,13.5,94.5,Delivered,,Web
BB008947,C0505,PET0627,2024-12-21,P09,3.0,12.5,37.5,Delivered,,Web
BB008948,C0505,PET0627,2024-12-31,P07,6.0,13.5,81.0,Delivered,,Web
BB008949,C0505,PET0627,2025-01-09,P03,4.0,13.5,54.0,Delivered,,Re-order Email
BB008950,C0505,PET0627,2025-01-22,P07,5.0,13.5,67.5,Delivered,5,Web
BB008951,C0505,PET0627,2025-01-30,P07,4.0,13.5,54.0,Delivered,,Web
BB008952,C0505,PET0627,2025-02-11,P07,6.0,13.5,81.0,Delivered,5,Web
BB008953,C0505,PET0627,2025-02-18,P07,7.0,13.5,94.5,Delivered,,Web
BB008954,C0505,PET0627,2025-03-02,P09,7.0,12.5,87.5,Delivered,,Web
BB008955,C0505,PET0627,2025-03-16,P07,2.0,13.5,27.0,Delivered,,Web
BB008956,C0505,PET0627,2025-03-26,P07,3.0,13.5,40.5,Delivered,,Web
BB008957,C0505,PET0627,2025-04-07,P07,5.0,13.5,67.5,Delivered,,Web
BB008958,C0505,PET0627,2025-04-18,P07,4.0,13.5,54.0,Delivered,,Web
BB008959,C0505,PET0627,2025-05-02,P07,4.0,13.5,54.0,Delivered,,Pickup
BB008960,C0505,PET0627,2025-05-10,P07,5.0,13.5,67.5,Delivered,5,Web
BB008961,C0505,PET0627,2025-05-19,P10,7.0,13.0,91.0,Delivered,,Re-order Email
BB008962,C0505,PET0627,2025-05-29,P07,4.0,13.5,54.0,Delivered,4,Web
BB008963,C0505,PET0627,2025-06-07,P07,5.0,13.5,67.5,Delivered,,Web
BB008964,C0505,PET0627,2025-06-18,P07,4.0,13.5,54.0,Delivered,,Re-order Email
BB008965,C0505,PET0627,2025-07-01,P07,3.0,13.5,40.5,Delivered,5,Web
BB008966,C0505,PET0627,2025-07-13,P02,6.0,13.0,78.0,Delivered,,Pickup
BB008967,C0505,PET0627,2025-07-20,P12,5.0,12.5,62.5,Delivered,5,Web
BB008968,C0505,PET0627,2025-07-31,P10,5.0,13.0,65.0,Delivered,,Web
BB008969,C0505,PET0627,2025-08-12,P07,4.0,13.5,54.0,Delivered,4,Web
BB008970,C0505,PET0627,2025-08-19,P07,6.0,13.5,81.0,Delivered,,Web
BB008971,C0505,PET0627,2025-08-31,P07,4.0,13.5,54.0,Delivered,5,Web
BB008972,C0505,PET0627,2025-09-14,P07,4.0,13.5,54.0,Delivered,,Web
BB008973,C0505,PET0627,2025-09-21,P07,3.0,13.5,40.5,Delivered,5,Web
BB008974,C0505,PET0627,2025-10-04,P07,3.0,13.5,40.5,Delivered,,Pickup
BB008975,C0505,PET0627,2025-10-16,P07,2.0,13.5,27.0,Delivered,,Web
BB008976,C0505,PET0627,2025-10-25,P07,4.0,13.5,54.0,Delivered,,Web
BB008977,C0505,PET0627,2025-11-07,P07,6.0,13.5,81.0,Delivered,,Web
BB008978,C0505,PET0627,2025-11-18,P11,7.0,12.0,84.0,Delivered,4,Pickup
BB008979,C0505,PET0627,2025-11-25,P11,5.0,12.0,60.0,Delivered,,Web
BB008980,C0505,PET0627,2025-12-08,P07,2.0,13.5,27.0,Delivered,4,Web
BB008981,C0505,PET0627,2025-12-20,P07,2.0,13.5,27.0,Delivered,,Web
BB008982,C0505,PET0627,2026-01-02,P07,2.0,13.5,27.0,Delivered,5,Web
BB008983,C0505,PET0627,2026-01-15,P07,3.0,13.5,40.5,Delivered,,Web
BB008984,C0505,PET0627,2026-01-27,P12,3.0,12.5,37.5,Delivered,,Web
BB008985,C0505,PET0627,2026-02-08,P10,5.0,13.0,65.0,Delivered,,Web
BB008986,C0505,PET0627,2026-02-15,P10,4.0,13.0,52.0,Delivered,5,Web
BB008987,C0505,PET0627,2026-03-01,P07,6.0,13.5,81.0,Delivered,,Web
BB008988,C0505,PET0627,2026-03-11,P11,5.0,12.0,60.0,Delivered,,Web
BB008989,C0505,PET0627,2026-03-20,P07,2.0,13.5,27.0,Delivered,,Re-order Email
BB008990,C0505,PET0627,2026-03-31,P07,6.0,13.5,81.0,Delivered,,Web
BB008991,C0505,PET0627,2026-04-08,P03,2.0,13.5,27.0,Delivered,5,Web
BB008992,C0505,PET0627,2026-04-22,P07,6.0,13.5,81.0,Delivered,4,Re-order Email
BB008993,C0507,PET0630,2026-03-17,P09,7.0,12.5,87.5,Delivered,,Web
BB008994,C0507,PET0630,2026-03-26,P07,3.0,13.5,40.5,Delivered,5,Re-order Email
BB008995,C0507,PET0630,2026-04-08,P09,5.0,12.5,62.5,Delivered,5,Web
BB008996,C0507,PET0630,2026-04-17,P09,6.0,12.5,75.0,Delivered,5,Web
BB008997,C0507,PET0630,2026-04-26,P09,3.0,12.5,37.5,Delivered,,Web
BB008998,C0508,PET0631,2024-12-31,P12,5.0,12.5,62.5,Delivered,,Re-order Email
BB008999,C0508,PET0631,2025-01-11,P09,4.0,12.5,50.0,Delivered,,Pickup
BB009000,C0508,PET0631,2025-01-24,P10,3.0,13.0,39.0,Delivered,,Web
BB009001,C0508,PET0631,2025-02-02,P10,4.0,13.0,52.0,Delivered,,Pickup
BB009002,C0508,PET0631,2025-02-11,P12,3.0,12.5,37.5,Delivered,,Web
BB009003,C0508,PET0631,2025-02-24,P08,4.0,15.5,62.0,Delivered,4,Web
BB009004,C0508,PET0631,2025-03-08,P10,5.0,13.0,65.0,Delivered,5,Web
BB009005,C0508,PET0631,2025-03-18,P10,5.0,13.0,65.0,Delivered,,Web
BB009006,C0508,PET0631,2025-03-29,P07,3.0,13.5,40.5,Delivered,,Pickup
BB009007,C0508,PET0631,2025-04-10,P10,3.0,13.0,39.0,Delivered,,Web
BB009008,C0508,PET0631,2025-04-22,P08,6.0,15.5,93.0,Delivered,5,Web
BB009009,C0508,PET0631,2025-05-01,P10,7.0,13.0,91.0,Delivered,,Web
BB009010,C0508,PET0631,2025-05-09,P10,5.0,13.0,65.0,Delivered,4,Web
BB009011,C0508,PET0631,2025-05-18,P10,6.0,13.0,78.0,Delivered,5,Web
BB009012,C0508,PET0631,2025-05-31,P01,4.0,14.5,58.0,Delivered,,Web
