pet_id,customer_id,pet_name,breed,size,age_years,life_stage,weight_lbs,allergy,activity_level,birthday_month,birthday_day
PET0658,C0527,Bailey,Golden Retriever,large,8.9,senior,61.1,,high,8,25
PET0659,C0528,Pepper,French Bulldog,small,2.1,adult,18.9,,low,4,17
PET0660,C0529,Roxy,Golden Retriever,large,9.3,senior,67.4,,high,10,23
PET0661,C0530,Roxy,Cavalier King Charles,small,7.5,senior,14.2,,high,8,7
PET0662,C0530,Roxy,Cavalier King Charles,small,10.4,senior,13.5,,low,2,24
PET0663,C0531,Maggie,German Shepherd,large,1.6,adult,89.3,,low,5,11
PET0664,C0531,Max,Labrador,large,4.3,adult,72.3,,medium,5,10
PET0665,C0532,Jack,Bulldog,medium,4.3,adult,46.3,,high,11,21
PET0666,C0533,Lily,French Bulldog,small,0.7,puppy,23.7,,medium,10,2
PET0667,C0533,Banjo,Pembroke Welsh Corgi,small,4.0,adult,24.0,,medium,10,25
PET0668,C0533,Roxy,German Shepherd,large,0.2,puppy,78.9,,high,6,10
PET0669,C0534,Waffles,Golden Retriever,large,3.4,adult,59.6,,low,8,3
PET0670,C0535,Bear,Labrador,large,15.0,senior,79.7,,low,4,7
PET0671,C0536,Toby,Poodle,medium,1.5,adult,58.8,,low,6,11
PET0672,C0536,Maggie,French Bulldog,small,6.5,adult,21.1,,medium,2,23
PET0673,C0536,Charlie,Dachshund,small,4.1,adult,26.5,,low,11,26
PET0674,C0537,Bailey,French Bulldog,small,16.0,senior,22.8,,low,11,4
PET0675,C0537,Pickles,Dachshund,small,7.9,senior,22.5,,medium,3,10
PET0676,C0538,Sophie,Mixed Breed,medium,4.1,adult,46.7,,low,8,19
PET0677,C0539,Zoe,Pembroke Welsh Corgi,small,6.8,adult,25.2,,high,2,25
PET0678,C0540,Bailey,Bulldog,medium,1.4,adult,46.9,,low,4,18
PET0679,C0541,Pickles,Golden Retriever,large,1.6,adult,73.2,,low,11,21
PET0680,C0542,Roxy,Shih Tzu,small,2.9,adult,12.7,,medium,12,10
PET0681,C0543,Daisy,Labrador,large,1.9,adult,58.0,,medium,8,24
PET0682,C0544,Banjo,Pembroke Welsh Corgi,small,13.4,senior,29.4,chicken,medium,1,1
PET0683,C0545,Bella,Golden Retriever,large,7.3,senior,58.5,,low,12,12
PET0684,C0546,Riley,Beagle,small,1.0,adult,27.3,,low,7,13
PET0685,C0547,Sadie,German Shepherd,large,7.1,senior,67.6,grain,medium,5,12
PET0686,C0547,Buddy,Beagle,small,2.8,adult,22.5,,low,6,18
PET0687,C0548,Sophie,German Shepherd,large,0.4,puppy,80.6,,medium,3,5
PET0688,C0549,Olive,French Bulldog,small,10.3,senior,25.2,,low,10,16
PET0689,C0550,Lola,Mixed Breed,medium,3.4,adult,59.7,chicken,medium,5,15
PET0690,C0551,Riley,German Shorthaired Pointer,large,6.8,adult,53.6,chicken,medium,9,4
PET0691,C0552,Scout,Beagle,small,1.3,adult,24.0,chicken,high,3,7
PET0692,C0553,Lucy,Cavalier King Charles,small,7.4,senior,15.2,,low,5,12
PET0693,C0553,Biscuit,Boxer,large,7.7,senior,70.9,,low,10,9
PET0694,C0554,Daisy,Golden Retriever,large,5.5,adult,74.9,,medium,7,10
PET0695,C0555,Max,Dachshund,small,2.2,adult,31.1,,medium,9,27
PET0696,C0555,Murphy,Labrador,large,3.2,adult,72.8,,medium,8,12
PET0697,C0555,Daisy,Rottweiler,large,2.1,adult,85.5,,medium,5,13
PET0698,C0556,Bella,Poodle,medium,2.6,adult,58.2,,low,11,16
PET0699,C0557,Stella,Mixed Breed,medium,3.2,adult,60.6,chicken,medium,11,20
PET0700,C0558,Lily,Beagle,small,0.9,puppy,25.3,chicken,high,9,16
PET0701,C0558,Luna,Golden Retriever,large,2.2,adult,65.3,,medium,12,17
PET0702,C0559,Charlie,Labrador,large,4.1,adult,73.6,,medium,10,11
PET0703,C0560,Toby,Rottweiler,large,1.9,adult,105.7,,medium,12,17
PET0704,C0561,Waffles,Bulldog,medium,2.6,adult,40.9,,medium,9,16
PET0705,C0562,Maggie,Rottweiler,large,5.4,adult,122.9,,medium,10,23
PET0706,C0563,Waffles,Beagle,small,0.5,puppy,22.4,,medium,1,4
PET0707,C0564,Lola,German Shepherd,large,4.1,adult,59.7,dairy,medium,9,3
PET0708,C0564,Finn,German Shepherd,large,16.0,senior,69.7,,medium,11,5
PET0709,C0564,Toby,French Bulldog,small,3.4,adult,18.3,,low,9,8
PET0710,C0565,Rocky,Poodle,medium,0.4,puppy,60.1,grain,low,12,25
PET0711,C0566,Scout,Rottweiler,large,2.1,adult,129.2,,low,2,7
PET0712,C0567,Scout,Dachshund,small,6.1,adult,27.8,,high,8,23
PET0713,C0567,Beans,Pembroke Welsh Corgi,small,5.5,adult,26.3,,high,5,7
PET0714,C0568,Ruby,Dachshund,small,8.5,senior,28.5,,medium,12,9
PET0715,C0569,Duke,German Shepherd,large,9.7,senior,59.8,,low,10,12
PET0716,C0570,Rocky,Cavalier King Charles,small,3.6,adult,15.1,chicken,high,3,15
PET0717,C0571,Jack,Mixed Breed,medium,7.4,senior,54.5,,low,12,22
PET0718,C0572,Rocky,Mixed Breed,medium,4.4,adult,22.4,chicken,medium,3,20
PET0719,C0572,Waffles,German Shepherd,large,8.8,senior,72.1,,medium,5,17
PET0720,C0572,Lily,Bulldog,medium,5.8,adult,46.2,,low,3,17
PET0721,C0573,Ruby,Rottweiler,large,13.9,senior,88.8,,high,2,12
PET0722,C0574,Scout,Cavalier King Charles,small,1.1,adult,17.0,,low,5,10
PET0723,C0575,Sadie,Poodle,medium,8.7,senior,42.0,,medium,9,21
PET0724,C0576,Toby,Mixed Breed,medium,8.9,senior,24.0,,medium,9,16
PET0725,C0577,Murphy,Labrador,large,7.2,senior,62.0,,medium,5,18
PET0726,C0578,Daisy,Golden Retriever,large,3.3,adult,57.1,dairy,low,2,9
PET0727,C0579,Jack,Beagle,small,0.6,puppy,21.5,,medium,11,13
PET0728,C0579,Finn,Beagle,small,0.7,puppy,26.6,,medium,7,10
PET0729,C0580,Bailey,Bulldog,medium,6.2,adult,40.8,,low,9,15
PET0730,C0580,Charlie,German Shepherd,large,12.7,senior,68.8,,medium,5,1
PET0731,C0581,Bailey,Rottweiler,large,9.1,senior,97.3,,medium,6,15
PET0732,C0581,Rocky,Golden Retriever,large,6.3,adult,65.9,,high,3,19
PET0733,C0582,Finn,Dachshund,small,9.6,senior,20.4,,medium,2,24
PET0734,C0583,Zoe,French Bulldog,small,6.1,adult,20.1,,medium,12,12
PET0735,C0584,Mochi,German Shepherd,large,12.6,senior,60.5,,medium,6,19
PET0736,C0585,Beans,Bulldog,medium,0.5,puppy,45.6,,low,7,18
PET0737,C0586,Roxy,Mixed Breed,medium,4.7,adult,23.0,,low,12,17
PET0738,C0586,Charlie,Beagle,small,2.0,adult,20.1,,low,1,22
PET0739,C0587,Jack,Poodle,medium,1.6,adult,55.7,dairy,low,12,10
PET0740,C0588,Lucy,German Shepherd,large,9.0,senior,87.0,,medium,9,10
PET0741,C0589,Zoe,Yorkshire Terrier,small,10.2,senior,6.6,,low,5,2
PET0742,C0590,Bella,Pembroke Welsh Corgi,small,7.7,senior,27.9,,low,5,12
PET0743,C0591,Buddy,Boxer,large,9.6,senior,78.3,,medium,1,20
PET0744,C0591,Bella,Labrador,large,9.0,senior,65.6,,high,8,20
PET0745,C0592,Cooper,Mixed Breed,medium,2.8,adult,49.5,,medium,2,19
PET0746,C0593,Pickles,Dachshund,small,4.2,adult,23.7,,medium,12,5
PET0747,C0594,Penny,Yorkshire Terrier,small,3.5,adult,5.2,,medium,7,15
PET0748,C0595,Banjo,Cavalier King Charles,small,7.2,senior,14.2,,low,5,13
PET0749,C0596,Banjo,Beagle,small,0.2,puppy,27.0,,low,8,14
PET0750,C0597,Stella,Labrador,large,4.7,adult,62.7,,medium,8,23
PET0751,C0598,Cooper,Australian Shepherd,medium,5.6,adult,41.4,grain,medium,8,2
PET0752,C0599,Riley,Bulldog,medium,3.0,adult,47.6,,medium,7,18
PET0753,C0600,Buddy,Australian Shepherd,medium,0.4,puppy,43.9,,medium,7,27
PET0754,C0601,Duke,Dachshund,small,2.8,adult,17.4,,medium,3,7
PET0755,C0602,Zoe,Mixed Breed,medium,3.7,adult,36.5,,medium,3,12
PET0756,C0603,Max,French Bulldog,small,7.4,senior,24.7,,medium,8,21
PET0757,C0604,Oliver,Rottweiler,large,3.5,adult,81.0,,high,2,25
PET0758,C0605,Finn,French Bulldog,small,6.9,adult,23.0,beef,medium,8,23
PET0759,C0606,Duke,Dachshund,small,4.4,adult,29.4,,high,11,14
PET0760,C0607,Banjo,Labrador,large,2.3,adult,72.3,,medium,12,15
PET0761,C0607,Daisy,French Bulldog,small,5.2,adult,25.9,,low,1,13
PET0762,C0608,Stella,French Bulldog,small,7.9,senior,26.1,,medium,12,25
PET0763,C0609,Olive,French Bulldog,small,7.7,senior,22.9,chicken,medium,1,23
PET0764,C0610,Daisy,German Shepherd,large,3.3,adult,66.8,chicken,medium,8,12
PET0765,C0611,Pickles,Mixed Breed,medium,8.2,senior,30.8,chicken,medium,12,17
PET0766,C0612,Mochi,Labrador,large,0.4,puppy,76.0,,medium,11,17
PET0767,C0613,Waffles,Dachshund,small,3.6,adult,22.7,,low,6,18
PET0768,C0614,Riley,French Bulldog,small,8.7,senior,21.9,,medium,5,12
PET0769,C0615,Charlie,Mixed Breed,medium,7.7,senior,66.5,,medium,5,13
PET0770,C0615,Pickles,Yorkshire Terrier,small,0.8,puppy,6.6,grain,low,10,23
PET0771,C0616,Olive,Labrador,large,7.3,senior,74.4,,medium,6,22
PET0772,C0616,Cooper,French Bulldog,small,10.1,senior,24.0,,low,4,1
PET0773,C0617,Riley,German Shepherd,large,0.8,puppy,81.4,,medium,11,12
PET0774,C0618,Cooper,German Shepherd,large,10.6,senior,83.6,,medium,3,4
PET0775,C0619,Stella,Golden Retriever,large,1.7,adult,57.2,,high,12,17
PET0776,C0620,Milo,Dachshund,small,5.0,adult,20.8,,medium,7,1
PET0777,C0621,Olive,German Shepherd,large,4.1,adult,83.5,grain,medium,3,23
PET0778,C0622,Zoe,Labrador,large,6.8,adult,67.7,,medium,7,18
PET0779,C0623,Tucker,Golden Retriever,large,3.6,adult,62.8,,medium,12,10
PET0780,C0624,Waffles,Labrador,large,4.9,adult,65.6,,medium,6,26
PET0781,C0624,Bella,Beagle,small,5.3,adult,23.1,dairy,high,1,21
PET0782,C0624,Luna,Shih Tzu,small,4.7,adult,10.5,,high,5,24
PET0783,C0625,Bella,Poodle,medium,0.2,puppy,55.2,chicken,high,11,5
PET0784,C0626,Bailey,German Shorthaired Pointer,large,6.2,adult,63.0,,low,1,25
PET0785,C0627,Luna,Australian Shepherd,medium,7.2,senior,58.3,,high,12,19
PET0786,C0628,Biscuit,Poodle,medium,7.8,senior,54.6,,medium,9,20
PET0787,C0629,Riley,French Bulldog,small,4.2,adult,25.9,,medium,6,16
PET0788,C0630,Sophie,Labrador,large,7.0,senior,60.6,,high,5,6
PET0789,C0631,Ruby,French Bulldog,small,8.9,senior,24.4,,medium,1,7
PET0790,C0632,Lucy,Poodle,medium,13.1,senior,68.5,,medium,7,14
PET0791,C0632,Luna,Golden Retriever,large,1.4,adult,66.0,,medium,11,18
PET0792,C0633,Pepper,Beagle,small,3.6,adult,26.3,,medium,5,2
PET0793,C0633,Lola,Beagle,small,5.0,adult,25.0,chicken,low,11,10
PET0794,C0634,Tucker,German Shepherd,large,6.0,adult,87.7,,low,3,10
PET0795,C0635,Sadie,Labrador,large,1.3,adult,62.1,,high,12,11
PET0796,C0635,Bailey,Dachshund,small,8.9,senior,31.0,chicken,low,9,22
PET0797,C0636,Lola,German Shorthaired Pointer,large,16.0,senior,69.8,,medium,1,25
PET0798,C0637,Sadie,Bulldog,medium,9.8,senior,42.1,,medium,3,14
PET0799,C0637,Duke,Rottweiler,large,5.4,adult,102.1,,medium,3,17
PET0800,C0638,Daisy,Beagle,small,8.9,senior,29.1,,low,5,7
PET0801,C0639,Olive,German Shepherd,large,7.2,senior,86.9,,low,10,3
PET0802,C0640,Riley,Golden Retriever,large,7.4,senior,65.4,,medium,9,10
PET0803,C0641,Zoe,Australian Shepherd,medium,10.3,senior,41.4,,low,4,11
PET0804,C0642,Waffles,Labrador,large,4.0,adult,67.8,chicken,medium,5,17
PET0805,C0643,Charlie,Boxer,large,4.6,adult,71.5,,low,3,26
PET0806,C0644,Lucy,Labrador,large,3.4,adult,67.7,,medium,1,19
PET0807,C0645,Tucker,Golden Retriever,large,6.0,adult,60.8,,medium,7,14
PET0808,C0646,Banjo,German Shepherd,large,6.0,adult,57.8,,high,9,16
PET0809,C0647,Luna,Australian Shepherd,medium,1.0,adult,60.5,,low,2,1
PET0810,C0647,Toby,Rottweiler,large,5.6,adult,84.9,,medium,11,27
PET0811,C0648,Daisy,Australian Shepherd,medium,5.8,adult,46.3,,low,11,4
PET0812,C0649,Mochi,German Shepherd,large,2.4,adult,58.5,,medium,5,5
PET0813,C0650,Maggie,Labrador,large,11.0,senior,70.4,,low,1,16
PET0814,C0651,Jack,Labrador,large,7.2,senior,74.1,,medium,9,5
PET0815,C0652,Sadie,Dachshund,small,3.2,adult,21.0,,medium,11,25
PET0816,C0653,Rocky,Poodle,medium,7.0,senior,49.7,,medium,11,26
PET0817,C0654,Pepper,Boxer,large,1.4,adult,71.2,,medium,5,10
PET0818,C0655,Mochi,Labrador,large,5.2,adult,56.3,dairy,high,5,10
PET0819,C0656,Bella,Yorkshire Terrier,small,2.2,adult,4.2,,low,10,12
PET0820,C0657,Riley,Poodle,medium,3.7,adult,49.0,,medium,10,7
PET0821,C0658,Bear,Mixed Breed,medium,7.4,senior,43.1,,high,5,23
PET0822,C0658,Maggie,French Bulldog,small,7.4,senior,23.4,grain,medium,3,27
PET0823,C0659,Olive,French Bulldog,small,8.2,senior,18.1,chicken,low,7,6
PET0824,C0659,Jack,French Bulldog,small,4.0,adult,21.1,,medium,2,16
PET0825,C0660,Beans,Boxer,large,7.6,senior,56.4,,medium,9,21
PET0826,C0661,Bailey,Dachshund,small,2.9,adult,30.8,,medium,6,17
PET0827,C0661,Mochi,Golden Retriever,large,5.1,adult,68.9,,low,6,2
PET0828,C0661,Riley,Pembroke Welsh Corgi,small,4.9,adult,23.1,,medium,8,8
PET0829,C0662,Murphy,Poodle,medium,7.6,senior,42.2,,high,11,17
PET0830,C0663,Pickles,French Bulldog,small,3.0,adult,22.6,,medium,5,16
PET0831,C0663,Bear,Beagle,small,14.5,senior,24.7,,high,7,6
PET0832,C0663,Scout,Dachshund,small,1.9,adult,22.0,,medium,12,10
PET0833,C0664,Bailey,Australian Shepherd,medium,12.4,senior,42.1,chicken,medium,4,20
PET0834,C0665,Ruby,German Shepherd,large,6.5,adult,72.3,,high,5,8
PET0835,C0666,Bella,Australian Shepherd,medium,2.1,adult,63.2,,medium,5,11
PET0836,C0667,Lola,Golden Retriever,large,5.3,adult,56.5,,medium,5,10
PET0837,C0668,Max,Australian Shepherd,medium,6.5,adult,49.9,,medium,7,27
PET0838,C0669,Tucker,German Shepherd,large,6.2,adult,67.5,,high,5,13
PET0839,C0670,Scout,Golden Retriever,large,4.7,adult,67.1,,medium,3,19
PET0840,C0671,Penny,Golden Retriever,large,3.3,adult,62.9,,medium,5,6
PET0841,C0672,Bella,Pembroke Welsh Corgi,small,6.3,adult,24.5,,low,1,10
PET0842,C0673,Oliver,Beagle,small,6.0,adult,25.8,,medium,11,12
PET0843,C0674,Bella,Poodle,medium,5.7,adult,54.7,,high,7,2
PET0844,C0675,Sophie,Pembroke Welsh Corgi,small,10.5,senior,24.0,,high,6,3
PET0845,C0676,Jack,Labrador,large,2.4,adult,75.1,,medium,6,24
PET0846,C0677,Milo,Beagle,small,6.1,adult,22.6,,medium,10,24
PET0847,C0677,Lily,Labrador,large,3.1,adult,68.0,,low,7,9
PET0848,C0678,Banjo,Cavalier King Charles,small,1.4,adult,16.5,,high,11,27
PET0849,C0679,Bailey,Shih Tzu,small,4.7,adult,15.6,,low,5,15
PET0850,C0679,Lola,Bulldog,medium,4.2,adult,48.0,,low,4,13
PET0851,C0679,Pickles,Mixed Breed,medium,7.6,senior,54.4,,high,10,3
PET0852,C0680,Charlie,Mixed Breed,medium,10.1,senior,29.7,,low,5,17
PET0853,C0680,Ruby,Labrador,large,6.3,adult,75.8,,medium,5,23
PET0854,C0681,Duke,Mixed Breed,medium,0.8,puppy,38.7,,high,3,2
PET0855,C0682,Rocky,Poodle,medium,4.1,adult,50.8,,low,10,13
PET0856,C0683,Luna,Rottweiler,large,10.6,senior,114.3,,medium,4,24
PET0857,C0684,Tucker,Beagle,small,0.9,puppy,24.8,,medium,4,25
PET0858,C0685,Banjo,French Bulldog,small,4.6,adult,20.6,chicken,low,3,13
PET0859,C0685,Lola,German Shepherd,large,6.8,adult,62.2,,medium,5,15
PET0860,C0686,Riley,Labrador,large,4.9,adult,77.8,,high,12,17
PET0861,C0687,Mochi,Bulldog,medium,1.5,adult,42.2,,medium,10,13
PET0862,C0687,Rocky,Bulldog,medium,5.4,adult,41.3,,medium,8,14
PET0863,C0688,Murphy,German Shepherd,large,3.0,adult,75.1,chicken,medium,12,5
PET0864,C0689,Milo,Dachshund,small,8.9,senior,16.5,,medium,10,22
PET0865,C0690,Waffles,German Shorthaired Pointer,large,0.2,puppy,66.0,,medium,10,12
PET0866,C0691,Buddy,Mixed Breed,medium,4.0,adult,52.0,,low,9,12
PET0867,C0692,Toby,Australian Shepherd,medium,4.3,adult,60.5,dairy,medium,8,18
PET0868,C0693,Daisy,Golden Retriever,large,6.8,adult,65.3,,low,12,27
PET0869,C0693,Murphy,Labrador,large,2.2,adult,56.0,,low,2,20
PET0870,C0694,Olive,German Shorthaired Pointer,large,5.1,adult,46.0,,medium,12,1
PET0871,C0695,Charlie,German Shepherd,large,7.4,senior,63.3,,high,2,14
PET0872,C0695,Finn,Golden Retriever,large,1.0,adult,66.9,chicken,medium,2,8
PET0873,C0696,Buddy,Golden Retriever,large,3.0,adult,70.3,grain,medium,10,21
PET0874,C0697,Bailey,Labrador,large,11.3,senior,68.4,,medium,8,15
PET0875,C0698,Maggie,Labrador,large,0.5,puppy,58.0,dairy,low,6,16
PET0876,C0698,Stella,Shih Tzu,small,0.8,puppy,14.9,,medium,2,7
PET0877,C0699,Sadie,Beagle,small,6.0,adult,28.4,,high,5,9
PET0878,C0699,Toby,German Shepherd,large,3.8,adult,74.6,,high,7,9
PET0879,C0700,Sadie,German Shepherd,large,2.0,adult,65.1,,low,9,19
PET0880,C0701,Sadie,Labrador,large,4.7,adult,74.5,,medium,8,2
PET0881,C0702,Gus,Mixed Breed,medium,7.3,senior,55.7,,medium,7,16
PET0882,C0703,Duke,Pembroke Welsh Corgi,small,8.7,senior,27.7,,high,4,9
PET0883,C0704,Tucker,Labrador,large,7.7,senior,77.9,,high,6,20
PET0884,C0705,Daisy,French Bulldog,small,7.2,senior,24.1,,high,6,12
PET0885,C0706,Bear,French Bulldog,small,7.8,senior,20.8,,medium,9,26
PET0886,C0707,Buddy,Rottweiler,large,10.6,senior,95.6,,high,2,23
PET0887,C0708,Murphy,Poodle,medium,9.1,senior,58.6,dairy,medium,12,24
PET0888,C0708,Milo,Boxer,large,2.1,adult,64.1,,high,3,15
PET0889,C0709,Ruby,Cavalier King Charles,small,4.1,adult,14.6,,high,9,20
PET0890,C0710,Milo,Yorkshire Terrier,small,6.7,adult,5.1,,medium,2,14
PET0891,C0710,Cooper,Labrador,large,6.2,adult,79.4,,low,5,7
PET0892,C0710,Gus,Labrador,large,10.3,senior,70.9,,medium,12,22
PET0893,C0711,Mochi,Shih Tzu,small,6.5,adult,11.3,,low,7,25
PET0894,C0711,Sadie,Rottweiler,large,4.7,adult,121.8,grain,medium,8,7
PET0895,C0712,Lola,German Shepherd,large,7.2,senior,76.3,,high,9,6
PET0896,C0713,Zoe,Yorkshire Terrier,small,6.4,adult,6.8,,medium,11,24
PET0897,C0714,Scout,Golden Retriever,large,0.6,puppy,60.2,,low,8,8
PET0898,C0715,Penny,French Bulldog,small,2.1,adult,20.0,,medium,11,2
PET0899,C0716,Lily,German Shorthaired Pointer,large,8.6,senior,67.3,,medium,8,6
PET0900,C0716,Gus,Mixed Breed,medium,3.6,adult,58.2,,low,3,7
PET0901,C0717,Jack,Mixed Breed,medium,3.3,adult,43.0,,medium,8,4
PET0902,C0718,Mochi,Poodle,medium,5.3,adult,47.7,grain,low,6,20
PET0903,C0719,Stella,Beagle,small,11.6,senior,29.4,,medium,4,22
PET0904,C0720,Zoe,Beagle,small,9.3,senior,29.1,chicken,medium,6,14
PET0905,C0721,Rocky,Dachshund,small,13.7,senior,17.7,,medium,12,12
PET0906,C0722,Cooper,Boxer,large,10.5,senior,57.2,,high,2,8
PET0907,C0722,Jack,Mixed Breed,medium,1.0,adult,55.2,,medium,9,3
PET0908,C0723,Roxy,Labrador,large,4.5,adult,59.3,grain,low,8,27
PET0909,C0724,Luna,Pembroke Welsh Corgi,small,13.9,senior,22.1,,low,2,14
PET0910,C0724,Lily,French Bulldog,small,7.6,senior,19.1,,low,12,4
PET0911,C0724,Sadie,Dachshund,small,14.3,senior,26.9,chicken,medium,8,23
PET0912,C0725,Ruby,German Shepherd,large,4.5,adult,71.7,,medium,12,21
PET0913,C0725,Rocky,Golden Retriever,large,9.9,senior,63.7,chicken,high,2,12
PET0914,C0726,Bailey,Beagle,small,4.9,adult,24.5,,medium,5,11
PET0915,C0727,Penny,Golden Retriever,large,4.4,adult,56.3,,medium,8,6
PET0916,C0728,Toby,German Shorthaired Pointer,large,0.5,puppy,61.0,,high,4,25
PET0917,C0729,Waffles,Dachshund,small,3.0,adult,16.3,,low,11,20
PET0918,C0730,Charlie,Yorkshire Terrier,small,0.8,puppy,4.5,,medium,5,20
PET0919,C0731,Jack,Yorkshire Terrier,small,2.8,adult,4.1,,high,6,15
PET0920,C0732,Stella,Rottweiler,large,0.9,puppy,95.8,,low,7,10
PET0921,C0733,Lucy,Mixed Breed,medium,5.3,adult,20.9,,medium,11,18
PET0922,C0734,Max,Golden Retriever,large,7.8,senior,64.5,,medium,3,18
PET0923,C0735,Toby,French Bulldog,small,5.3,adult,20.7,,medium,3,6
PET0924,C0736,Gus,Labrador,large,3.6,adult,78.3,,high,12,10
PET0925,C0737,Pepper,German Shorthaired Pointer,large,5.6,adult,67.4,,low,1,4
PET0926,C0737,Pepper,Golden Retriever,large,13.5,senior,56.8,,high,10,26
PET0927,C0738,Bailey,Cavalier King Charles,small,5.2,adult,16.9,,medium,12,26
PET0928,C0739,Milo,French Bulldog,small,6.6,adult,28.0,,medium,9,13
PET0929,C0740,Mochi,Pembroke Welsh Corgi,small,6.3,adult,29.6,,low,6,11
PET0930,C0740,Milo,German Shepherd,large,4.2,adult,85.6,,low,5,12
PET0931,C0740,Buddy,Mixed Breed,medium,14.8,senior,26.4,,medium,9,18
PET0932,C0741,Zoe,French Bulldog,small,2.1,adult,27.1,,medium,8,11
PET0933,C0742,Bella,Rottweiler,large,13.4,senior,119.5,,high,1,6
PET0934,C0743,Charlie,Golden Retriever,large,1.4,adult,72.4,,medium,8,2
PET0935,C0744,Tucker,Labrador,large,3.4,adult,80.0,,medium,6,26
PET0936,C0745,Buddy,Labrador,large,6.8,adult,67.2,,medium,2,16
PET0937,C0746,Bear,Pembroke Welsh Corgi,small,5.7,adult,28.6,,low,6,22
PET0938,C0747,Toby,Labrador,large,7.1,senior,78.9,,low,6,10
PET0939,C0748,Riley,German Shepherd,large,5.8,adult,76.2,,high,9,15
PET0940,C0748,Rocky,Labrador,large,13.0,senior,61.1,,low,3,10
PET0941,C0749,Murphy,Shih Tzu,small,9.8,senior,10.4,beef,high,7,5
PET0942,C0750,Murphy,Cavalier King Charles,small,7.2,senior,14.7,,medium,8,24
PET0943,C0751,Stella,Golden Retriever,large,4.6,adult,58.9,,low,7,22
PET0944,C0752,Daisy,Labrador,large,5.4,adult,56.8,,low,2,26
PET0945,C0753,Max,German Shorthaired Pointer,large,9.2,senior,51.9,,medium,5,9
PET0946,C0754,Daisy,German Shepherd,large,7.2,senior,65.4,,high,11,2
PET0947,C0755,Bear,Australian Shepherd,medium,6.4,adult,50.8,dairy,high,11,6
PET0948,C0756,Gus,Golden Retriever,large,2.7,adult,64.5,,medium,5,10
PET0949,C0756,Buddy,Boxer,large,11.7,senior,74.4,,medium,6,9
PET0950,C0756,Rocky,Labrador,large,1.8,adult,55.4,,medium,8,15
PET0951,C0757,Oliver,Labrador,large,0.5,puppy,65.9,,high,9,19
PET0952,C0758,Zoe,Bulldog,medium,4.0,adult,49.6,,medium,7,23
PET0953,C0759,Luna,French Bulldog,small,7.1,senior,18.1,,medium,10,18
PET0954,C0760,Mochi,French Bulldog,small,3.2,adult,19.7,,medium,8,23
PET0955,C0761,Charlie,French Bulldog,small,3.6,adult,25.4,,medium,8,21
PET0956,C0762,Cooper,Beagle,small,6.9,adult,25.6,,medium,7,1
PET0957,C0763,Olive,Dachshund,small,8.5,senior,27.8,,medium,6,27
PET0958,C0764,Finn,Poodle,medium,11.2,senior,42.1,,low,5,6
PET0959,C0764,Toby,Shih Tzu,small,0.2,puppy,11.1,,medium,9,19
PET0960,C0765,Pickles,Dachshund,small,6.3,adult,18.7,,medium,5,23
PET0961,C0765,Max,Bulldog,medium,6.3,adult,43.8,,medium,5,7
PET0962,C0766,Sophie,French Bulldog,small,11.3,senior,23.7,,low,10,6
PET0963,C0767,Finn,Mixed Breed,medium,7.1,senior,47.2,,medium,2,26
PET0964,C0768,Lucy,Golden Retriever,large,7.5,senior,74.5,,low,4,1
PET0965,C0768,Penny,German Shepherd,large,4.0,adult,55.3,,medium,12,17
PET0966,C0769,Lily,Golden Retriever,large,4.6,adult,66.9,,medium,11,22
PET0967,C0770,Lucy,Dachshund,small,9.1,senior,23.6,,low,1,13
PET0968,C0771,Duke,Mixed Breed,medium,6.5,adult,35.3,,high,3,27
PET0969,C0772,Duke,Dachshund,small,7.6,senior,22.4,,high,2,25
PET0970,C0772,Gus,Bulldog,medium,3.6,adult,43.0,,low,12,18
PET0971,C0773,Ruby,Dachshund,small,5.0,adult,20.9,,high,9,9
PET0972,C0774,Luna,Pembroke Welsh Corgi,small,3.0,adult,25.9,,medium,6,18
PET0973,C0774,Beans,Pembroke Welsh Corgi,small,6.6,adult,25.7,,medium,7,27
PET0974,C0775,Beans,Mixed Breed,medium,16.0,senior,47.0,,medium,10,26
PET0975,C0776,Beans,Mixed Breed,medium,4.5,adult,49.4,chicken,low,9,22
PET0976,C0777,Bailey,Mixed Breed,medium,3.0,adult,20.7,,high,4,12
PET0977,C0778,Maggie,Golden Retriever,large,3.0,adult,74.1,,medium,1,16
PET0978,C0779,Pickles,Bulldog,medium,7.9,senior,49.6,,high,5,24
PET0979,C0780,Lola,Bulldog,medium,2.3,adult,43.7,,medium,1,17
PET0980,C0780,Pepper,Mixed Breed,medium,5.4,adult,46.9,,low,7,27
PET0981,C0780,Biscuit,Australian Shepherd,medium,2.5,adult,62.4,,medium,9,4
PET0982,C0781,Charlie,German Shepherd,large,4.3,adult,89.9,,high,5,17
PET0983,C0782,Rocky,Labrador,large,6.1,adult,64.1,,medium,11,18
PET0984,C0783,Duke,Labrador,large,4.5,adult,59.9,,medium,10,8
PET0985,C0784,Sophie,German Shorthaired Pointer,large,11.7,senior,65.8,,medium,6,10
PET0986,C0785,Buddy,Rottweiler,large,2.3,adult,89.1,,medium,1,14
PET0987,C0786,Lola,Poodle,medium,6.3,adult,46.8,,medium,1,5
PET0988,C0787,Bear,Bulldog,medium,2.9,adult,44.3,,low,5,16
